(43, 15, 8, 89, 99,169580.65, NULL, False),
(44, 13, 8, 70, 83,378153.18, NULL, False),
(45, 6, 35, 75, 83,188449.68, NULL, False),
(46, 12, 35, 100, 112,234809.19, NULL, False),
(47, 10, 62, 80, 90,894971.9, NULL, False),
(48, 1, 62, 91, 106,373114.97, NULL, False),
(49, 6, 9, 95, 106,273099.51, NULL, True),
(50, 9, 9, 39, 49,239588.25, NULL, True),
(51, 3, 36, 80, 95,585771.1, NULL, True),
(52, 12, 36, 64, 72,222701.75, NULL, True),
(53, 7, 63, 59, 72,752946.59, NULL, True),
(54, 15, 63, 75, 88,520312.28, NULL, True),
(55, 8, 10, 95, 102,135295.24, NULL, True),
(56, 14, 10, 34, 40,692685.62, NULL, True),
(57, 9, 37, 78, 87,762414.28, NULL, True),
(58, 1, 37, 86, 96,277627.27, NULL, True),
(59, 14, 64, 69, 78,828039.3, NULL, True),
(60, 12, 64, 44, 59,391321.18, NULL, True),
(61, 12, 11, 49, 60,284492.07, NULL, True),
(62, 6, 11, 37, 48,657574.04, NULL, True),
(63, 10, 38, 70, 81,939809.97, NULL, True),
(64, 15, 38, 55, 66,264925.88, NULL, True),
(65, 2, 65, 47, 61,119192.99, NULL, True),
(66, 10, 65, 51, 60,767941.1, NULL, True),
(67, 3, 12, 67, 80,752819.08, NULL, False),
(68, 5, 12, 83, 97,942165.34, NULL, False),
(69, 10, 39, 76, 91,193578.0, NULL, False),
(70, 1, 39, 90, 96,854802.84, NULL, False),
(71, 14, 66, 31, 38,305418.08, NULL, False),
(72, 12, 66, 43, 57,897973.3, NULL, False),
(73, 6, 13, 84, 96,798097.34, NULL, False),
(74, 9, 13, 93, 104,828069.31, NULL, False),
(75, 5, 40, 84, 99,627560.6, NULL, False),
(76, 15, 40, 77, 92,775532.59, NULL, False),
(77, 3, 67, 67, 81,181524.12, NULL, False),
(78, 12, 67, 73, 83,660131.07, NULL, False),
(79, 15, 14, 50, 64,456144.08, NULL, False),
(80, 2, 14, 47, 61,756731.35, NULL, False),
(81, 1, 41, 76, 81,682897.02, NULL, False),
(82, 12, 41, 90, 98,97804.79, NULL, False),
(83, 15, 68, 78, 89,972097.38, NULL, False),
(84, 8, 68, 82, 91,646037.33, NULL, False),
(85, 13, 15, 88, 97,898740.83, NULL, False),
(86, 2, 15, 98, 105,369485.87, NULL, False),
(87, 6, 42, 30, 43,816619.34, NULL, False),
(88, 9, 42, 78, 88,273938.82, NULL, False),
(89, 5, 69, 43, 51,214422.8, NULL, False),
(90, 6, 69, 97, 109,955679.71, NULL, False),
(91, 8, 16, 87, 96,509941.92, NULL, False),
(92, 2, 16, 81, 86,445265.73, NULL, False),
(93, 8, 43, 40, 47,785914.11, NULL, False),
(94, 1, 43, 66, 71,125332.98, NULL, False),
(95, 6, 70, 39, 49,533241.65, NULL, False),
(96, 8, 70, 44, 58,271164.04, NULL, False),
(97, 13, 17, 100, 115,800382.43, NULL, True),
(98, 7, 17, 35, 47,433950.94, NULL, True),
(99, 3, 44, 83, 95,602994.51, NULL, True),
(100, 5, 44, 84, 90,365208.76, NULL, True),
(101, 6, 71, 41, 49,162792.86, NULL, True),
(102, 2, 71, 40, 50,765181.39, NULL, True),
(103, 8, 18, 38, 51,936004.14, NULL, False),
(104, 12, 18, 77, 90,546942.48, NULL, False),
(105, 14, 45, 40, 50,568849.14, NULL, False),
(106, 13, 45, 78, 84,882305.93, NULL, False),
(107, 2, 72, 98, 106,854693.24, NULL, False),
(108, 12, 72, 78, 89,955935.14, NULL, False),
(109, 15, 19, 92, 100,552491.81, NULL, False),
(110, 13, 19, 87, 100,513521.19, NULL, False),
(111, 13, 46, 44, 52,357456.69, NULL, False),
(112, 10, 46, 98, 106,873786.22, NULL, False),
(113, 8, 73, 74, 89,941002.73, NULL, False),
(114, 12, 73, 49, 59,759060.33, NULL, False),
(115, 13, 20, 41, 50,256720.62, NULL, False),
(116, 13, 20, 81, 93,585820.16, NULL, False),
(117, 8, 47, 30, 41,142718.07, NULL, False),
(118, 5, 47, 85, 97,933209.25, NULL, False),
(119, 10, 74, 51, 56,729343.53, NULL, False),
(120, 8, 74, 59, 74,633481.57, NULL, False),
(121, 6, 21, 75, 80,562412.29, NULL, True),
(122, 15, 21, 67, 81,163752.67, NULL, True),
(123, 12, 48, 38, 46,671541.48, NULL, True),
(124, 2, 48, 54, 68,358397.04, NULL, True),
(125, 11, 75, 66, 78,608718.45, NULL, True),
(126, 1, 75, 39, 50,627375.8, NULL, True),
(127, 2, 22, 42, 55,938614.38, NULL, True),
(128, 14, 22, 76, 81,912213.62, NULL, True),
(129, 4, 49, 34, 47,754007.25, NULL, True),
(130, 9, 49, 98, 110,454370.34, NULL, True),
(131, 1, 76, 78, 91,95608.44, NULL, True),
(132, 15, 76, 76, 83,279519.33, NULL, True),
(133, 10, 23, 46, 53,820707.38, NULL, False),
(134, 4, 23, 86, 94,908899.94, NULL, False),
(135, 3, 50, 69, 74,439786.66, NULL, False),
(136, 9, 50, 79, 94,715685.7, NULL, False),
(137, 15, 77, 62, 76,320496.78, NULL, False),
(138, 12, 77, 78, 89,306112.09, NULL, False),
(139, 10, 24, 84, 91,984720.27, NULL, True),
(140, 10, 24, 57, 62,285634.96, NULL, True),
(141, 4, 51, 34, 49,595383.42, NULL, True),
(142, 13, 51, 79, 84,840950.38, NULL, True),
(143, 10, 78, 48, 56,422122.88, NULL, True),
(144, 13, 78, 78, 92,450176.66, NULL, True),
(145, 10, 25, 86, 98,667288.56, NULL, True),
(146, 3, 25, 93, 99,435869.38, NULL, True),
(147, 8, 52, 34, 42,858284.8, NULL, True),
(148, 14, 52, 56, 70,359440.55, NULL, True),
(149, 12, 79, 85, 92,415050.72, NULL, True),
(150, 14, 79, 75, 90,356553.52, NULL, True),
(151, 4, 26, 58, 66,944008.81, NULL, True),
(152, 11, 26, 56, 63,431639.19, NULL, True),
(153, 4, 53, 54, 68,865354.29, NULL, True),
(154, 4, 53, 34, 43,533044.9, NULL, True),
(155, 5, 80, 72, 83,423579.49, NULL, True),
(156, 13, 80, 81, 93,351518.22, NULL, True),
(157, 15, 27, 42, 55,506753.4, NULL, False),
(158, 3, 27, 49, 59,532156.67, NULL, False),
(159, 4, 54, 76, 87,378244.03, NULL, False),
(160, 4, 54, 96, 103,590060.05, NULL, False),
(161, 8, 81, 76, 89,751774.78, NULL, False),
(162, 7, 81, 90, 96,499112.88, NULL, False),
(1, 158, 0, 774011.21, "2020-11-29"),
(2, 76, 1, 339946.93, "2020-9-3"),
(3, 30, 2, 245420.93, "2020-9-19"),
(4, 92, 3, 590758.75, "2020-5-21"),
(5, 121, 4, 971385.28, "2018-8-27"),
(6, 47, 5, 693533.21, "2019-1-24"),
(7, 74, 1, 985596.78, "2019-4-21"),
(8, 71, 2, 980323.84, "2019-10-23"),
(9, 150, 3, 730331.98, "2019-3-9"),
(10, 84, 4, 629158.47, "2019-10-23"),
(11, 45, 5, 951364.01, "2019-1-6"),
(12, 128, 1, 686738.61, "2018-4-6"),
(13, 46, 2, 681107.53, "2018-2-4"),
(14, 116, 3, 830858.94, "2020-9-12"),
(15, 18, 4, 313435.83, "2018-8-26"),
(16, 107, 5, 458160.23, "2020-12-15"),
(17, 129, 1, 865143.75, "2018-2-29"),
(18, 17, 2, 76237.66, "2020-3-24"),
(19, 87, 3, 915906.68, "2018-10-5"),
(20, 155, 4, 700980.31, "2019-4-3"),
(21, 109, 5, 204931.87, "2019-5-18"),
(22, 28, 1, 486143.07, "2020-7-6"),
(23, 22, 2, 353752.58, "2019-10-12"),
(24, 117, 3, 162809.99, "2018-7-23"),
(25, 24, 4, 910305.91, "2020-10-9"),
(26, 118, 5, 960294.55, "2018-11-16"),
(27, 41, 1, 256840.73, "2020-12-17"),
(28, 37, 2, 127712.8, "2018-9-25"),
(29, 81, 3, 964055.02, "2020-2-7"),
(30, 43, 4, 501582.9, "2019-12-18"),
(31, 49, 5, 885519.39, "2018-10-30"),
(32, 70, 1, 643965.59, "2019-2-16"),
(33, 134, 2, 560961.04, "2020-10-4"),
(34, 14, 3, 269234.15, "2020-12-30"),
(35, 26, 4, 437123.21, "2019-11-17"),
(36, 112, 5, 582388.87, "2019-8-27"),
(37, 13, 1, 153472.24, "2018-12-5"),
(38, 60, 2, 958661.82, "2019-6-6"),
(39, 55, 3, 513936.15, "2020-2-10"),
(40, 27, 4, 275501.27, "2018-10-20"),
(41, 5, 5, 103304.84, "2019-9-19"),
(42, 57, 1, 719938.07, "2018-9-15"),
(43, 148, 2, 979557.87, "2018-1-17"),
(44, 146, 3, 985650.15, "2020-3-2"),
(45, 141, 4, 116806.6, "2020-3-2"),
(46, 122, 5, 742544.73, "2020-9-2"),
(47, 98, 1, 415988.98, "2018-12-17"),
(48, 149, 2, 720807.17, "2020-3-21"),
(49, 100, 3, 101461.82, "2018-4-30"),
(50, 144, 4, 573811.82, "2020-5-3"),
(1, 7, 1, 100, 106,484082.59, NULL, False),
(2, 9, 1, 60, 65,379102.36, NULL, False),
(3, 2, 28, 98, 111,914875.06, NULL, False),
(4, 4, 28, 55, 66,181023.97, NULL, False),
(5, 3, 55, 64, 69,378793.85, NULL, False),
(6, 14, 55, 42, 50,578472.15, NULL, False),
(7, 7, 2, 38, 51,285150.77, NULL, False),
(8, 1, 2, 31, 46,856921.11, NULL, False),
(9, 9, 29, 92, 100,649661.6, NULL, False),
(10, 14, 29, 77, 83,496223.31, NULL, False),
(11, 15, 56, 48, 54,718290.54, NULL, False),
(12, 10, 56, 67, 82,403693.91, NULL, False),
(13, 14, 3, 56, 61,705448.57, NULL, True),
(14, 9, 3, 81, 88,577594.25, NULL, True),
(15, 9, 30, 93, 101,652266.53, NULL, True),
(16, 3, 30, 49, 61,972331.64, NULL, True),
(17, 2, 57, 73, 88,510703.06, NULL, True),
(18, 11, 57, 72, 81,186818.19, NULL, True),
(19, 7, 4, 75, 84,240175.15, NULL, True),
(20, 5, 4, 42, 47,816411.27, NULL, True),
(21, 14, 31, 36, 51,288469.79, NULL, True),
(22, 8, 31, 50, 65,804333.54, NULL, True),
(23, 13, 58, 45, 53,733513.11, NULL, True),
(24, 3, 58, 96, 111,986318.17, NULL, True),
(25, 1, 5, 69, 82,836473.51, NULL, False),
(26, 13, 5, 98, 103,442629.24, NULL, False),
(27, 3, 32, 30, 43,829357.29, NULL, False),
(28, 5, 32, 58, 69,942489.34, NULL, False),
(29, 6, 59, 43, 56,573284.95, NULL, False),
(30, 1, 59, 55, 62,673073.64, NULL, False),
(31, 15, 6, 42, 50,833884.75, NULL, False),
(32, 1, 6, 47, 58,162097.17, NULL, False),
(33, 15, 33, 63, 74,368011.19, NULL, False),
(34, 3, 33, 43, 55,111710.25, NULL, False),
(35, 13, 60, 65, 72,253375.22, NULL, False),
(36, 5, 60, 89, 97,273891.39, NULL, False),
(37, 7, 7, 42, 48,390054.41, NULL, True),
(38, 9, 7, 79, 84,253623.78, NULL, True),
(39, 6, 34, 58, 70,462431.85, NULL, True),
(40, 1, 34, 67, 76,535174.01, NULL, True),
(41, 14, 61, 80, 95,445673.47, NULL, True),
(42, 15, 61, 99, 109,992613.45, NULL, True),
(43, 15, 8, 48, 59,540890.15, NULL, False),
(44, 2, 8, 62, 69,830161.83, NULL, False),
(45, 6, 35, 69, 75,123315.77, NULL, False),
(46, 13, 35, 48, 57,491734.42, NULL, False),
(47, 1, 62, 43, 58,257335.48, NULL, False),
(48, 12, 62, 89, 100,138338.18, NULL, False),
(49, 10, 9, 67, 81,405643.58, NULL, False),
(50, 6, 9, 40, 45,829704.1, NULL, False),
(51, 2, 36, 96, 104,809557.19, NULL, False),
(52, 10, 36, 82, 94,151930.93, NULL, False),
(53, 13, 63, 54, 64,834069.02, NULL, False),
(54, 5, 63, 64, 77,520992.78, NULL, False),
(55, 2, 10, 41, 49,235381.78, NULL, False),
(56, 15, 10, 84, 89,209637.39, NULL, False),
(57, 9, 37, 62, 72,401881.15, NULL, False),
(58, 9, 37, 40, 54,553967.68, NULL, False),
(59, 13, 64, 34, 39,355951.1, NULL, False),
(60, 1, 64, 33, 42,524562.21, NULL, False),
(61, 1, 11, 61, 75,859183.62, NULL, False),
(62, 13, 11, 52, 59,188505.17, NULL, False),
(63, 5, 38, 61, 71,396921.95, NULL, False),
(64, 10, 38, 60, 67,423225.23, NULL, False),
(65, 12, 65, 62, 70,770454.25, NULL, False),
(66, 2, 65, 83, 94,216534.4, NULL, False),
(67, 8, 12, 78, 90,877965.26, NULL, True),
(68, 2, 12, 74, 85,321979.04, NULL, True),
(69, 15, 39, 86, 97,123435.17, NULL, True),
(70, 3, 39, 80, 91,535257.27, NULL, True),
(71, 6, 66, 85, 90,535601.72, NULL, True),
(72, 7, 66, 34, 39,609803.65, NULL, True),
(73, 13, 13, 83, 93,703984.04, NULL, False),
(74, 2, 13, 50, 59,576532.12, NULL, False),
(75, 2, 40, 100, 109,959855.64, NULL, False),
(76, 4, 40, 95, 108,195153.39, NULL, False),
(77, 6, 67, 84, 97,230462.48, NULL, False),
(78, 5, 67, 91, 102,339621.78, NULL, False),
(79, 12, 14, 80, 87,914101.88, NULL, False),
(80, 4, 14, 58, 68,78438.95, NULL, False),
(81, 7, 41, 89, 102,727083.66, NULL, False),
(82, 13, 41, 67, 82,86123.63, NULL, False),
(83, 4, 68, 83, 92,345117.91, NULL, False),
(84, 5, 68, 35, 42,989763.26, NULL, False),
(85, 11, 15, 46, 53,202918.53, NULL, False),
(86, 11, 15, 90, 98,678838.41, NULL, False),
(87, 15, 42, 41, 47,916036.75, NULL, False),
(88, 2, 42, 90, 97,386585.26, NULL, False),
(89, 13, 69, 69, 81,657903.38, NULL, False),
(90, 12, 69, 63, 76,166357.52, NULL, False),
(91, 10, 16, 88, 97,306318.59, NULL, False),
(92, 8, 16, 32, 46,786299.56, NULL, False),
(93, 8, 43, 63, 74,993883.71, NULL, False),
(94, 12, 43, 33, 48,395789.22, NULL, False),
(95, 5, 70, 74, 85,114837.41, NULL, False),
(96, 11, 70, 56, 70,928294.9, NULL, False),
(97, 13, 17, 37, 48,982135.92, NULL, True),
(98, 3, 17, 81, 95,865281.49, NULL, True),
(99, 1, 44, 32, 45,841048.74, NULL, True),
(100, 6, 44, 84, 90,931712.9, NULL, True),
(101, 1, 71, 71, 84,800258.26, NULL, True),
(102, 14, 71, 88, 99,810366.92, NULL, True),
(103, 7, 18, 46, 51,296896.88, NULL, True),
(104, 8, 18, 89, 95,197911.8, NULL, True),
(105, 4, 45, 42, 55,384870.69, NULL, True),
(106, 12, 45, 77, 87,510550.42, NULL, True),
(107, 9, 72, 46, 51,102471.16, NULL, True),
(108, 10, 72, 47, 62,574360.06, NULL, True),
(109, 7, 19, 59, 68,576437.99, NULL, False),
(110, 8, 19, 46, 60,996138.22, NULL, False),
(111, 3, 46, 59, 67,472702.4, NULL, False),
(112, 9, 46, 64, 77,666069.64, NULL, False),
(113, 8, 73, 36, 46,616238.43, NULL, False),
(114, 12, 73, 43, 51,972990.45, NULL, False),
(115, 12, 20, 58, 65,641785.24, NULL, True),
(116, 9, 20, 60, 68,447904.0, NULL, True),
(117, 9, 47, 69, 81,610733.31, NULL, True),
(118, 3, 47, 94, 99,989084.79, NULL, True),
(119, 10, 74, 37, 47,484416.11, NULL, True),
(120, 6, 74, 45, 52,459309.18, NULL, True),
(121, 7, 21, 70, 84,459208.9, NULL, True),
(122, 13, 21, 39, 49,142431.0, NULL, True),
(123, 2, 48, 79, 92,615634.0, NULL, True),
(124, 12, 48, 54, 69,355808.8, NULL, True),
(125, 2, 75, 66, 74,242528.66, NULL, True),
(126, 2, 75, 94, 100,150458.69, NULL, True),
(127, 11, 22, 100, 112,232658.96, NULL, True),
(128, 15, 22, 63, 70,818282.23, NULL, True),
(129, 15, 49, 93, 103,370776.34, NULL, True),
(130, 15, 49, 90, 101,92048.13, NULL, True),
(131, 14, 76, 34, 39,462670.91, NULL, True),
(132, 13, 76, 67, 73,606274.84, NULL, True),
(133, 8, 23, 61, 74,568402.97, NULL, True),
(134, 15, 23, 60, 68,337552.19, NULL, True),
(135, 11, 50, 37, 52,854775.46, NULL, True),
(136, 10, 50, 41, 47,108963.4, NULL, True),
(137, 9, 77, 89, 102,197156.56, NULL, True),
(138, 15, 77, 60, 68,751123.72, NULL, True),
(139, 5, 24, 80, 93,888203.45, NULL, False),
(140, 6, 24, 98, 110,772255.09, NULL, False),
(141, 3, 51, 49, 56,259784.82, NULL, False),
(142, 3, 51, 90, 96,212736.44, NULL, False),
(143, 13, 78, 50, 55,609881.55, NULL, False),
(144, 4, 78, 58, 68,940615.25, NULL, False),
(145, 2, 25, 48, 58,302182.74, NULL, False),
(146, 8, 25, 65, 74,333395.45, NULL, False),
(147, 12, 52, 52, 57,148270.16, NULL, False),
(148, 12, 52, 41, 51,328279.67, NULL, False),
(149, 11, 79, 92, 102,531280.6, NULL, False),
(150, 4, 79, 43, 58,195593.92, NULL, False),
(151, 5, 26, 39, 44,304886.12, NULL, False),
(152, 5, 26, 81, 90,799678.35, NULL, False),
(153, 3, 53, 77, 92,725879.72, NULL, False),
(154, 10, 53, 48, 54,386098.21, NULL, False),
(155, 1, 80, 54, 63,840992.86, NULL, False),
(156, 3, 80, 50, 62,170234.44, NULL, False),
(157, 2, 27, 61, 70,412117.63, NULL, True),
(158, 8, 27, 94, 105,869127.98, NULL, True),
(159, 9, 54, 35, 48,786272.8, NULL, True),
(160, 3, 54, 67, 77,544948.17, NULL, True),
(161, 8, 81, 46, 56,823098.32, NULL, True),
(162, 13, 81, 63, 75,680737.22, NULL, True),
(1, 13, 1, 54, 61,221975.75, NULL, False),
(2, 2, 1, 79, 88,586303.34, NULL, False),
(3, 2, 28, 98, 113,601078.98, NULL, False),
(4, 15, 28, 91, 99,788634.39, NULL, False),
(5, 10, 55, 43, 52,578283.55, NULL, False),
(6, 9, 55, 87, 102,659391.05, NULL, False),
(7, 14, 2, 91, 106,510234.2, NULL, False),
(8, 14, 2, 95, 102,859630.15, NULL, False),
(9, 5, 29, 100, 112,853809.8, NULL, False),
(10, 3, 29, 51, 64,385858.39, NULL, False),
(11, 14, 56, 56, 65,908741.07, NULL, False),
(12, 15, 56, 94, 106,180771.5, NULL, False),
(13, 9, 3, 56, 64,468547.19, NULL, True),
(14, 3, 3, 79, 93,848986.49, NULL, True),
(15, 15, 30, 80, 93,897169.42, NULL, True),
(16, 8, 30, 67, 76,192742.83, NULL, True),
(17, 1, 57, 68, 77,257451.57, NULL, True),
(18, 4, 57, 78, 89,633911.5, NULL, True),
(19, 1, 4, 60, 68,536248.74, NULL, True),
(20, 6, 4, 45, 52,457134.32, NULL, True),
(21, 5, 31, 76, 86,898561.4, NULL, True),
(22, 9, 31, 35, 46,322969.6, NULL, True),
(23, 13, 58, 54, 67,947337.1, NULL, True),
(24, 3, 58, 71, 76,322382.04, NULL, True),
(25, 10, 5, 46, 51,551174.91, NULL, True),
(26, 8, 5, 39, 48,884298.9, NULL, True),
(27, 3, 32, 50, 63,922494.15, NULL, True),
(28, 3, 32, 88, 96,722366.56, NULL, True),
(29, 3, 59, 41, 48,945751.43, NULL, True),
(30, 2, 59, 82, 93,855118.15, NULL, True),
(31, 5, 6, 58, 65,868341.45, NULL, True),
(32, 7, 6, 85, 98,902199.95, NULL, True),
(33, 2, 33, 79, 94,553959.96, NULL, True),
(34, 15, 33, 99, 106,802882.32, NULL, True),
(35, 2, 60, 69, 80,655843.99, NULL, True),
(36, 8, 60, 32, 43,693988.05, NULL, True),
(37, 7, 7, 60, 71,691640.67, NULL, False),
(38, 11, 7, 66, 80,725323.57, NULL, False),
(39, 3, 34, 89, 99,701470.41, NULL, False),
(40, 1, 34, 82, 89,753911.14, NULL, False),
(41, 5, 61, 53, 60,611869.62, NULL, False),
(42, 10, 61, 96, 101,529979.9, NULL, False),
(43, 6, 8, 99, 105,600533.98, NULL, True),
(44, 3, 8, 99, 108,511890.44, NULL, True),
(45, 14, 35, 62, 71,167521.62, NULL, True),
(46, 15, 35, 96, 105,256973.9, NULL, True),
(47, 1, 62, 32, 37,739636.11, NULL, True),
(48, 14, 62, 76, 81,919874.4, NULL, True),
(49, 4, 9, 72, 82,486711.37, NULL, True),
(50, 13, 9, 88, 96,437939.7, NULL, True),
(51, 6, 36, 39, 48,472149.9, NULL, True),
(52, 14, 36, 41, 50,884421.71, NULL, True),
(53, 14, 63, 44, 52,497928.87, NULL, True),
(54, 14, 63, 46, 51,369290.74, NULL, True),
(55, 1, 10, 84, 89,829564.83, NULL, True),
(56, 6, 10, 68, 83,392088.62, NULL, True),
(57, 7, 37, 57, 67,197645.81, NULL, True),
(58, 8, 37, 44, 58,499942.44, NULL, True),
(59, 6, 64, 65, 72,983908.81, NULL, True),
(60, 5, 64, 81, 86,127393.64, NULL, True),
(61, 4, 11, 80, 89,431845.98, NULL, False),
(62, 11, 11, 93, 105,132057.22, NULL, False),
(63, 4, 38, 70, 85,497125.02, NULL, False),
(64, 12, 38, 79, 89,983282.92, NULL, False),
(65, 2, 65, 65, 80,705344.16, NULL, False),
(66, 6, 65, 75, 87,558374.38, NULL, False),
(67, 15, 12, 65, 77,173492.7, NULL, False),
(68, 6, 12, 38, 43,572934.44, NULL, False),
(69, 5, 39, 44, 49,367873.93, NULL, False),
(70, 9, 39, 93, 105,122092.67, NULL, False),
(71, 13, 66, 54, 63,432667.51, NULL, False),
(72, 3, 66, 85, 90,809440.85, NULL, False),
(73, 9, 13, 66, 72,815547.79, NULL, False),
(74, 5, 13, 65, 75,275736.45, NULL, False),
(75, 8, 40, 59, 73,420108.11, NULL, False),
(76, 6, 40, 94, 108,497455.45, NULL, False),
(77, 2, 67, 94, 99,747787.12, NULL, False),
(78, 10, 67, 68, 79,280394.8, NULL, False),
(79, 10, 14, 55, 65,953483.31, NULL, False),
(80, 9, 14, 46, 59,933391.25, NULL, False),
(81, 3, 41, 98, 105,545797.0, NULL, False),
(82, 3, 41, 59, 64,275212.97, NULL, False),
(83, 1, 68, 83, 98,203387.79, NULL, False),
(84, 13, 68, 88, 102,982386.73, NULL, False),
(85, 15, 15, 66, 80,823831.35, NULL, False),
(86, 8, 15, 40, 50,992547.94, NULL, False),
(87, 2, 42, 76, 85,540118.16, NULL, False),
(88, 5, 42, 90, 95,190234.3, NULL, False),
(89, 3, 69, 51, 61,202557.06, NULL, False),
(90, 1, 69, 53, 60,119904.7, NULL, False),
(91, 7, 16, 48, 59,485037.15, NULL, False),
(92, 10, 16, 96, 108,835471.2, NULL, False),
(93, 4, 43, 47, 62,193452.77, NULL, False),
(94, 4, 43, 79, 88,192651.25, NULL, False),
(95, 15, 70, 46, 56,675430.57, NULL, False),
(96, 6, 70, 71, 76,922250.86, NULL, False),
(97, 1, 17, 93, 108,819391.85, NULL, False),
(98, 10, 17, 30, 38,149103.63, NULL, False),
(99, 2, 44, 40, 46,939873.33, NULL, False),
(100, 9, 44, 67, 76,720468.3, NULL, False),
(101, 3, 71, 49, 62,477327.98, NULL, False),
(102, 6, 71, 72, 80,852648.36, NULL, False),
(103, 10, 18, 89, 104,162149.3, NULL, True),
(104, 4, 18, 100, 110,357563.05, NULL, True),
(105, 5, 45, 91, 99,124342.98, NULL, True),
(106, 14, 45, 91, 103,292364.33, NULL, True),
(107, 4, 72, 76, 87,113561.53, NULL, True),
(108, 8, 72, 87, 95,433507.2, NULL, True),
(109, 5, 19, 82, 97,230871.42, NULL, True),
(110, 10, 19, 98, 110,587434.9, NULL, True),
(111, 13, 46, 38, 52,962452.07, NULL, True),
(112, 5, 46, 72, 82,404931.06, NULL, True),
(113, 15, 73, 33, 45,892649.63, NULL, True),
(114, 15, 73, 47, 53,862508.89, NULL, True),
(115, 7, 20, 36, 46,679702.08, NULL, True),
(116, 15, 20, 71, 78,576120.87, NULL, True),
(117, 9, 47, 84, 98,759198.67, NULL, True),
(118, 5, 47, 57, 67,380961.07, NULL, True),
(119, 7, 74, 33, 47,360140.59, NULL, True),
(120, 9, 74, 50, 59,168055.0, NULL, True),
(121, 2, 21, 76, 89,623105.41, NULL, True),
(122, 14, 21, 35, 47,622474.22, NULL, True),
(123, 11, 48, 47, 54,801994.06, NULL, True),
(124, 15, 48, 48, 62,984968.59, NULL, True),
(125, 4, 75, 38, 50,371054.58, NULL, True),
(126, 1, 75, 51, 56,629814.83, NULL, True),
(127, 6, 22, 37, 46,755066.7, NULL, False),
(128, 2, 22, 78, 92,666224.47, NULL, False),
(129, 13, 49, 100, 105,160093.69, NULL, False),
(130, 15, 49, 55, 60,388412.3, NULL, False),
(131, 6, 76, 94, 100,618599.73, NULL, False),
(132, 3, 76, 69, 81,712183.66, NULL, False),
(133, 12, 23, 60, 66,797367.32, NULL, False),
(134, 11, 23, 42, 49,993595.41, NULL, False),
(135, 13, 50, 97, 110,712811.41, NULL, False),
(136, 3, 50, 86, 99,540965.25, NULL, False),
(137, 4, 77, 82, 87,660961.55, NULL, False),
(138, 5, 77, 86, 101,627865.37, NULL, False),
(139, 11, 24, 59, 71,897556.44, NULL, True),
(140, 13, 24, 91, 104,655891.32, NULL, True),
(141, 9, 51, 92, 103,784087.24, NULL, True),
(142, 12, 51, 54, 59,603485.94, NULL, True),
(143, 5, 78, 89, 95,881967.22, NULL, True),
(144, 14, 78, 81, 91,541469.57, NULL, True),
(145, 3, 25, 43, 53,790406.16, NULL, True),
(146, 7, 25, 31, 46,665559.74, NULL, True),
(147, 6, 52, 94, 103,218090.36, NULL, True),
(148, 15, 52, 64, 79,79941.72, NULL, True),
